email_id,customer_id,email,email_type,is_primary,is_verified
550,1466,pilarsanchez83@servicios.co,work,false,false
551,1467,william.villamizar@yahoo.com,personal,true,true
552,1468,nbarrera@gmail.com,personal,true,true
553,1469,nmurillo@outlook.com,personal,true,false
554,1470,yulianaarias7@outlook.com,personal,true,true
555,1471,aristizabal.sebastian@hotmail.com,personal,true,true
556,1472,cesarhenao@outlook.com,personal,true,false
557,1473,doraacosta@live.com,personal,true,true
558,1474,fgaalindo@yahoo.com,personal,true,true
559,1475,ricardoduarte26@outlook.com,personal,true,true
560,1476,sergiorivera@hotmail.com,personal,true,true
561,1477,asuarez@live.com,personal,true,true
562,1478,zulayvelasquez@gmail.com,personal,true,true
563,1479,jvillamizar@yahoo.com,personal,true,true
564,1480,dayana.sanchez@yahoo.com,personal,true,true
565,1481,medina.pilar@live.com,personal,true,true
566,1482,velasquez.olmedo@hotmail.com,personal,true,false
567,1482,olmedovelasquez@corporacion.co,work,false,false
568,1483,gvelasquez@gmail.com,personal,true,true
569,1484,perez.william@yahoo.com,personal,true,true
570,1485,catalinaramirez67@live.com,personal,true,false
571,1486,spineda@outlook.com,personal,true,true
572,1487,flores.ander@outlook.com,personal,true,false
573,1487,flores.ander@corporacion.co,work,false,false
574,1488,torres.gonzalo@yahoo.com,personal,true,true
575,1489,galindo.samuel@outlook.com,personal,true,true
576,1490,castro.eduardo@yahoo.com,personal,true,true
577,1490,castro.eduardo@empresa.com.co,personal,false,false
578,1491,camila.duque@hotmail.com,personal,true,true
579,1492,antonio.rangel@outlook.com,personal,true,true
580,1493,olgacarvajal@yahoo.com,personal,true,true
581,1494,armandofranco@outlook.com,personal,true,false
582,1495,orrtiz.milena@live.com,personal,true,true
583,1496,villegas.pilar@outlook.com,personal,true,false
584,1497,davidospina@yahoo.com,personal,true,true
585,1498,linaperez@hotmail.com,personal,true,true
586,1499,castano.ana@yahoo.com,personal,true,true
587,1500,ricardomurillo@yahoo.com,personal,true,true
